0.0000000000000000E+000	6.9999084734800690E+003	9.0677295005106977E+000	-1.1598679398446179E+000	-9.3233802626628993E-003	8.0038796200374609E+000	-5.2361651628676815E-006	NAN	
3.0000000000000000E+001	6.9959684265302667E+003	2.4913748528185133E+002	-1.1594149217681775E+000	-2.5331494363658386E-001	7.9993759296696441E+000	3.5461001352466938E-005	NAN	
6.0000000000000000E+001	6.9847132179118071E+003	4.8894667309044399E+002	-1.1577391722847639E+000	-4.9694244545955252E-001	7.9865116386632806E+000	7.6268904120214929E-005	NAN	
9.0000000000000000E+001	6.9661590152288200E+003	7.2824485697325440E+002	-1.1548383029002940E+000	-7.3985648956194816E-001	7.9653152979292443E+000	1.1712526524870877E-004	NAN	
1.2000000000000000E+002	6.9403324328901517E+003	9.6678273374677792E+002	-1.1507117957187019E+000	-9.8171022412324593E-001	7.9358338397317327E+000	1.5796769571166806E-004	NAN	
1.5000000000000000E+002	6.9072704373856113E+003	1.2043126808062659E+003	-1.1453610032110819E+000	-1.2221605637068165E+000	7.8981323190248753E+000	1.9873393292436497E-004	NAN	
1.8000000000000000E+002	6.8670202163252761E+003	1.4405892946991285E+003	-1.1387891408746609E+000	-1.4608693814521434E+000	7.8522935569471812E+000	2.3936207685977103E-004	NAN	
2.1000000000000000E+002	6.8196390122756593E+003	1.6753699175821068E+003	-1.1310012728538237E+000	-1.6975046622802843E+000	7.7984176902994271E+000	2.7979082282225931E-004	NAN	
2.4000000000000000E+002	6.7651939226927580E+003	1.9084151488112257E+003	-1.1220042906503878E+000	-1.9317416085106118E+000	7.7366216317909311E+000	3.1995968910881339E-004	NAN	
2.7000000000000000E+002	6.7037616675007293E+003	2.1394893390703960E+003	-1.1118068851010443E+000	-2.1632636899390056E+000	7.6670384467149217E+000	3.5980923794768374E-004	NAN	
3.0000000000000000E+002	6.6354283260923075E+003	2.3683610646263019E+003	-1.1004195118460081E+000	-2.3917636311762904E+000	7.5898166524930453E+000	3.9928128824272637E-004	NAN	
3.3000000000000000E+002	6.5602890457309068E+003	2.5948035795008468E+003	-1.0878543505558391E+000	-2.6169443298754982E+000	7.5051194482009871E+000	4.3831911871586884E-004	NAN	
3.6000000000000000E+002	6.4784477235121685E+003	2.8185952435743002E+003	-1.0741252582258505E+000	-2.8385197003711111E+000	7.4131238817434113E+000	4.7686766001495628E-004	NAN	
3.9000000000000000E+002	6.3900166641930800E+003	3.0395199248693052E+003	-1.0592477168916712E+000	-3.0562154381960092E+000	7.3140199627809261E+000	5.1487367426593573E-004	NAN	
4.2000000000000000E+002	6.2951162163181261E+003	3.2573673745138185E+003	-1.0432387761666824E+000	-3.2697697019144085E+000	7.2080097298211401E+000	5.5228592045483704E-004	NAN	
4.5000000000000000E+002	6.1938743891641880E+003	3.4719335731365409E+003	-1.0261169910511450E+000	-3.4789337096940911E+000	7.0953062800690505E+000	5.8905530399608818E-004	NAN	
4.8000000000000000E+002	6.0864264530883211E+003	3.6830210477075034E+003	-1.0079023555110820E+000	-3.6834722490210692E+000	6.9761327706915557E+000	6.2513500893795679E-004	NAN	
5.1000000000000000E+002	5.9729145258961616E+003	3.8904391580953534E+003	-9.8861623236815133E-001	-3.8831640989175229E+000	6.8507214000907934E+000	6.6048061150230048E-004	NAN	
5.4000000000000000E+002	5.8534871478537980E+003	4.0940043528685733E+003	-9.6828128007530834E-001	-4.0778023649443949E+000	6.7193123776089303E+000	6.9505017404603096E-004	NAN	
5.7000000000000000E+002	5.7282988479444884E+003	4.2935403941165850E+003	-9.4692137697321299E-001	-4.2671947281394047E+000	6.5821528898122086E+000	7.2880431902315132E-004	NAN	
